Suspicious_Report,Sex,MaritalStatus,RepNumber,Age,High_Risk_Individual,FraudFound_P
0,Male,Married,16,52,0,0
0,Female,Married,7,33,0,0
0,Female,Single,13,34,0,0
0,Male,Single,12,45,0,0
1,Female,Single,6,21,0,0
1,Female,Married,8,46,0,0
1,Male,Married,3,46,0,1
1,Female,Single,13,26,0,0
1,Female,Married,11,26,0,0
1,Female,Married,6,42,0,0
0,Female,Married,11,31,0,0
0,Male,Single,2,22,0,0
1,Male,Married,6,70,0,0
1,Female,Single,9,26,0,0
1,Female,Divorced,7,46,0,0
0,Female,Single,15,39,0,0
0,Female,Married,16,32,0,0
0,Male,Single,15,62,0,0
1,Male,Married,12,49,0,0
0,Male,Married,10,31,0,0
1,Female,Married,10,35,0,1
0,Male,Single,11,35,0,0
1,Female,Married,8,53,0,1
1,Male,Married,2,52,0,1
1,Female,Single,8,30,0,0
1,Male,Single,1,63,0,0
1,Female,Married,3,44,0,0
1,Male,Widow,13,63,0,0
0,Female,Single,12,24,0,0
1,Male,Single,6,19,0,0
1,Male,Married,3,72,0,0
1,Male,Single,1,19,1,0
1,Male,Single,15,30,0,1
0,Male,Single,2,42,0,0
1,Female,Single,10,45,0,0
1,Male,Single,7,42,0,1
0,Female,Married,11,69,0,0
1,Male,Married,2,79,0,0
1,Male,Married,15,67,0,1
0,Female,Single,11,47,0,0
1,Female,Married,12,79,0,0
0,Female,Married,10,34,0,0
1,Male,Single,7,31,0,1
0,Female,Single,1,42,0,0
0,Male,Married,1,74,0,0
1,Female,Married,11,53,0,0
0,Male,Single,11,34,0,0
1,Male,Single,10,23,1,0
0,Male,Single,12,36,0,0
0,Male,Single,13,19,0,0
1,Male,Married,9,19,0,0
1,Female,Married,1,51,0,1
1,Female,Single,5,67,0,0
0,Female,Single,9,21,0,0
1,Female,Single,1,49,0,0
0,Male,Married,2,31,0,0
0,Male,Married,14,73,0,0
1,Female,Single,10,24,0,0
0,Female,Married,1,45,0,0
0,Female,Single,7,46,0,0
1,Male,Married,5,74,0,0
1,Male,Single,3,23,0,0
1,Female,Married,8,45,0,0
1,Female,Married,13,29,0,0
1,Male,Divorced,11,37,0,0
0,Female,Married,10,40,0,0
1,Male,Married,5,27,0,1
1,Male,Single,2,44,0,0
0,Female,Single,9,51,0,0
0,Female,Single,2,35,0,0
1,Male,Single,16,57,0,0
0,Female,Single,2,31,0,0
1,Male,Single,9,47,0,0
0,Female,Married,4,39,0,0
0,Male,Married,6,62,0,0
1,Male,Married,12,79,0,0
1,Male,Married,7,78,0,0
1,Male,Married,9,45,0,1
1,Male,Single,1,34,0,1
1,Male,Married,9,53,0,1
0,Male,Single,13,31,0,0
0,Male,Married,14,38,0,1
1,Male,Single,7,23,1,0
1,Male,Widow,3,64,0,0
1,Male,Married,14,23,1,0
1,Female,Single,9,19,1,0
1,Male,Married,2,57,0,1
1,Female,Single,11,64,0,1
1,Male,Divorced,4,46,0,1
1,Male,Married,12,43,0,1
0,Female,Single,1,38,0,0
0,Male,Single,4,56,0,0
1,Male,Single,4,30,0,1
1,Male,Divorced,7,26,0,0
1,Female,Married,15,49,0,0
1,Male,Married,15,21,1,0
0,Male,Single,3,22,1,1
1,Female,Widow,6,45,0,0
0,Male,Single,8,60,0,0
0,Female,Single,1,24,1,0
1,Male,Single,8,43,0,0
0,Female,Single,7,28,0,0
0,Female,Married,14,47,0,0
1,Male,Married,13,53,0,1
1,Male,Married,3,54,0,1
0,Female,Married,2,36,0,0
0,Male,Single,7,42,0,0
0,Female,Married,8,60,0,0
0,Male,Married,16,76,0,0
0,Male,Married,3,76,0,0
1,Male,Single,6,73,0,0
0,Male,Married,8,69,0,0
1,Male,Single,2,38,0,0
0,Female,Married,6,23,0,0
1,Male,Single,1,50,0,0
0,Male,Married,1,23,0,0
0,Male,Single,10,24,1,0
1,Male,Single,11,46,0,1
1,Male,Married,3,68,0,0
0,Female,Married,15,37,0,0
0,Male,Married,10,75,0,0
1,Female,Single,11,43,0,0
0,Male,Single,1,43,0,0
1,Female,Married,11,64,0,0
1,Male,Single,7,55,0,0
1,Female,Married,7,30,0,1
0,Female,Widow,15,55,0,0
0,Male,Married,15,56,0,0
0,Male,Married,10,70,0,0
0,Male,Married,1,46,0,1
0,Female,Married,3,26,0,0
0,Female,Married,4,47,0,0
0,Male,Single,14,66,0,0
0,Female,Single,12,33,0,0
0,Male,Married,3,63,0,0
1,Female,Single,2,27,0,1
0,Female,Single,11,34,0,0
0,Male,Divorced,15,31,0,0
1,Female,Single,13,41,0,0
0,Female,Single,15,29,0,0
1,Female,Married,13,65,0,0
1,Male,Single,16,37,0,1
1,Male,Married,16,30,0,1
1,Female,Divorced,2,46,0,0
0,Male,Single,4,59,0,0
1,Male,Married,9,60,0,1
1,Male,Married,13,77,0,0
0,Male,Single,1,55,0,0
1,Female,Married,2,49,0,0
0,Male,Married,2,53,0,0
0,Male,Single,16,29,0,0
0,Female,Married,5,37,0,0
1,Male,Single,13,49,0,0
1,Female,Married,9,34,0,0
1,Male,Married,5,24,0,0
1,Male,Married,15,41,0,1
1,Male,Single,13,37,0,0
0,Female,Married,5,41,0,0
0,Male,Married,11,46,0,0
1,Female,Single,7,46,0,0
1,Male,Single,4,22,1,0
0,Female,Single,10,43,0,0
0,Female,Single,5,34,0,0
0,Female,Married,2,61,0,0
0,Female,Single,16,29,0,0
1,Male,Single,8,41,0,1
1,Male,Married,15,30,0,1
1,Female,Married,6,29,0,0
0,Male,Single,6,56,0,0
1,Female,Divorced,16,36,0,0
1,Female,Married,8,54,0,1
0,Male,Single,1,27,0,0
0,Male,Single,14,39,0,0
0,Male,Married,2,78,0,0
0,Female,Married,15,29,0,0
0,Female,Married,5,54,0,0
0,Male,Single,4,42,0,0
1,Male,Married,10,23,0,0
1,Male,Married,15,38,0,1
0,Male,Married,7,52,0,1
1,Female,Divorced,7,43,0,0
1,Female,Single,10,40,0,0
1,Male,Single,2,19,1,1
0,Female,Single,7,32,0,0
1,Male,Married,6,29,0,1
0,Female,Married,11,52,0,0
1,Male,Single,9,50,0,0
0,Female,Married,7,41,0,0
1,Female,Married,11,36,0,1
0,Male,Single,2,49,0,0
1,Male,Divorced,1,53,0,0
1,Male,Married,3,53,0,1
0,Female,Married,11,57,0,0
1,Male,Single,5,42,0,0
1,Female,Single,15,55,0,0
1,Male,Married,15,23,1,0
1,Male,Single,8,71,0,0
1,Male,Married,1,53,0,1
1,Male,Divorced,7,27,0,0
1,Male,Married,2,39,0,1
1,Female,Single,15,47,0,0
1,Male,Single,15,27,0,1
1,Female,Married,5,42,0,1
1,Male,Married,1,56,0,0
1,Male,Single,8,35,0,1
1,Male,Single,9,32,0,0
0,Male,Married,1,64,0,0
0,Male,Married,10,48,0,0
0,Male,Single,1,75,0,0
1,Male,Married,6,40,0,1
1,Female,Married,14,80,0,0
0,Male,Married,8,48,0,0
0,Male,Married,15,71,0,0
1,Male,Married,4,59,0,0
1,Female,Married,4,74,0,0
1,Male,Married,14,48,0,1
1,Female,Married,16,64,0,0
1,Female,Married,14,58,0,0
1,Female,Single,5,31,0,0
1,Male,Single,7,46,0,1
1,Female,Single,7,21,1,0
0,Male,Single,11,23,1,0
1,Female,Single,1,43,0,0
1,Female,Married,6,55,0,0
0,Male,Married,15,70,0,0
0,Male,Married,6,31,0,1
1,Female,Married,3,31,0,1
1,Female,Married,6,37,0,0
1,Female,Married,9,64,0,0
1,Male,Married,7,61,0,1
0,Male,Single,15,39,0,0
1,Male,Widow,1,55,0,0
0,Female,Single,10,42,0,0
1,Male,Married,1,79,0,0
1,Male,Married,11,66,0,0
1,Male,Single,3,23,1,1
1,Male,Married,10,24,1,0
0,Male,Single,4,20,1,0
1,Male,Married,6,76,0,0
0,Female,Married,16,26,0,0
0,Female,Married,5,35,0,0
1,Female,Single,1,72,0,0
0,Female,Married,15,45,0,0
1,Male,Widow,15,37,0,0
1,Female,Married,16,56,0,0
1,Male,Single,5,0,0,1
1,Female,Single,11,22,0,0
0,Male,Single,13,22,0,0
0,Female,Single,9,29,0,0
1,Male,Married,7,59,0,1
0,Male,Single,12,19,0,0
1,Female,Married,15,64,0,0
0,Male,Single,14,20,0,0
1,Female,Single,12,33,0,0
0,Male,Married,13,78,0,0
1,Male,Married,12,74,0,0
1,Male,Single,5,41,0,1
1,Male,Married,16,31,0,1
1,Male,Single,4,19,0,0
1,Male,Single,4,36,0,0
1,Male,Single,13,24,0,0
1,Female,Married,15,79,0,0
1,Male,Single,15,49,0,0
1,Female,Married,3,28,0,1
1,Male,Single,16,69,0,0
1,Female,Single,12,34,0,0
0,Female,Married,14,40,0,0
1,Female,Married,14,48,0,1
1,Female,Married,8,28,0,0
0,Female,Married,16,31,0,0
1,Male,Single,4,34,0,1
0,Male,Married,12,74,0,0
0,Male,Single,12,29,0,0
0,Female,Married,4,41,0,0
0,Male,Single,3,34,0,0
1,Female,Widow,12,39,0,0
1,Male,Married,2,38,0,1
1,Male,Single,8,24,0,0
0,Female,Married,1,27,0,0
1,Female,Divorced,4,52,0,0
1,Female,Single,1,24,0,1
0,Male,Married,4,56,0,0
1,Female,Single,5,20,1,0
1,Female,Single,3,34,0,1
0,Male,Married,3,29,0,0
1,Male,Divorced,4,41,0,0
0,Male,Single,12,37,0,0
1,Male,Single,16,18,0,1
1,Female,Married,9,57,0,0
1,Male,Married,11,65,0,0
1,Male,Single,11,23,0,1
0,Female,Single,8,41,0,0
1,Male,Single,12,29,0,1
1,Male,Single,9,41,0,0
0,Female,Single,4,32,0,0
1,Male,Married,16,64,0,0
0,Male,Single,10,31,0,1
1,Female,Married,16,43,0,1
0,Male,Married,7,69,0,0
0,Male,Married,14,58,0,0
1,Female,Married,8,21,1,0
0,Male,Single,9,34,0,0
1,Male,Single,12,41,0,0
1,Female,Single,10,38,0,0
0,Male,Single,7,25,0,0
0,Male,Widow,3,27,0,0
1,Female,Married,10,26,0,0
1,Male,Married,5,61,0,1
0,Male,Married,4,73,0,0
1,Male,Single,8,21,0,0
1,Female,Married,15,54,0,0
1,Female,Married,13,66,0,0
0,Male,Single,5,43,0,0
0,Female,Married,13,28,0,0
0,Male,Married,1,78,0,0
0,Male,Married,11,23,1,0
1,Male,Single,5,47,0,0
1,Male,Single,1,24,1,1
1,Female,Divorced,13,43,0,0
1,Male,Single,10,50,0,0
0,Male,Divorced,9,37,0,0
1,Female,Single,14,41,0,0
0,Male,Single,11,78,0,0
1,Male,Single,14,48,0,0
0,Male,Single,9,43,0,0
0,Female,Married,16,50,0,0
1,Male,Widow,6,41,0,1
1,Female,Single,6,58,0,0
1,Male,Married,3,30,0,1
0,Female,Married,12,29,0,0
0,Female,Married,16,54,0,0
0,Female,Married,3,31,0,0
1,Female,Divorced,10,38,0,0
1,Male,Single,12,26,0,1
1,Male,Single,12,22,1,0
1,Female,Single,16,54,0,0
1,Female,Single,12,24,1,0
1,Female,Married,10,27,0,0
1,Male,Married,15,26,0,1
1,Female,Married,7,35,0,0
0,Female,Single,16,25,0,0
1,Male,Married,11,32,0,1
0,Male,Single,10,44,0,0
1,Female,Married,16,34,0,0
0,Male,Single,2,18,0,0
0,Female,Single,3,42,0,0
0,Female,Married,12,53,0,0
1,Female,Divorced,7,53,0,0
0,Female,Single,15,44,0,0
0,Female,Married,14,49,0,0
0,Male,Married,13,45,0,1
1,Female,Married,2,45,0,0
0,Female,Single,6,30,0,0
1,Male,Single,2,61,0,1
1,Male,Married,2,66,0,1
0,Male,Married,16,70,0,0
0,Male,Single,9,42,0,0
1,Male,Married,10,66,0,0
0,Female,Single,1,20,1,0
0,Male,Married,12,65,0,0
1,Male,Married,6,54,0,1
1,Male,Married,16,68,0,1
1,Female,Single,1,44,0,0
1,Male,Single,11,28,0,1
1,Male,Married,9,50,0,1
1,Female,Married,1,42,0,0
1,Male,Married,2,22,1,0
1,Male,Married,5,66,0,0
1,Female,Widow,6,26,0,1
1,Female,Single,14,54,0,0
0,Female,Single,5,23,0,0
1,Female,Single,3,52,0,0
0,Female,Married,11,50,0,0
0,Female,Single,11,42,0,0
1,Female,Single,3,24,1,1
1,Male,Married,15,70,0,0
1,Female,Single,13,76,0,0
1,Male,Single,12,42,0,0
0,Female,Married,6,54,0,0
1,Female,Single,3,55,0,0
1,Male,Single,15,18,1,0
1,Female,Single,1,47,0,0
0,Male,Divorced,15,37,0,0
0,Male,Single,7,24,1,0
1,Female,Single,13,49,0,0
1,Female,Single,15,43,0,0
1,Female,Married,15,39,0,0
1,Male,Married,12,77,0,0
0,Male,Married,7,41,0,1
0,Male,Married,14,49,0,0
1,Male,Single,11,26,0,1
1,Female,Single,6,47,0,0
1,Male,Married,14,68,0,0
1,Male,Married,14,71,0,0
0,Male,Married,3,22,1,0
1,Female,Married,6,61,0,0
0,Male,Single,11,56,0,0
1,Male,Married,11,46,0,1
0,Female,Single,8,21,1,0
1,Male,Divorced,5,42,0,0
1,Male,Married,12,27,0,1
1,Female,Single,3,33,0,1
1,Male,Divorced,14,39,0,0
1,Female,Married,13,67,0,0
1,Male,Single,15,37,0,0
1,Male,Married,2,56,0,1
1,Male,Single,11,27,0,1
1,Female,Married,7,65,0,1
1,Female,Single,5,28,0,1
0,Male,Single,3,58,0,0
1,Male,Single,3,21,1,1
